case_id,erpas_init,year,week,valid_period_start,valid_period_end_exclusive,reference,system,fuxi_member_count,acc,rmse_mm_day
paired_20240821,2024-08-21,2024,1,2024-08-22,2024-08-29,IMERG Final V07B,erpas,0,0.6518008287862673,6.115427798035527
paired_20240821,2024-08-21,2024,2,2024-08-29,2024-09-05,IMERG Final V07B,erpas,0,0.11468001623568828,6.549658790734244
paired_20240821,2024-08-21,2024,3,2024-09-05,2024-09-12,IMERG Final V07B,erpas,0,0.2848891562062078,6.6727577230772965
paired_20240821,2024-08-21,2024,4,2024-09-12,2024-09-19,IMERG Final V07B,erpas,0,0.29444752354375925,7.180609054545203
paired_20240821,2024-08-21,2024,1,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_2day,5,0.42657317517763804,7.5377101361202
paired_20240821,2024-08-21,2024,2,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_2day,5,0.18433472668644652,7.7138548380190475
paired_20240821,2024-08-21,2024,3,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_2day,5,0.24045909338120913,6.779198767499623
paired_20240821,2024-08-21,2024,4,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_2day,5,0.3202108004068404,6.578303370480184
paired_20240821,2024-08-21,2024,1,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_6day,5,0.5129975894361004,6.962596925780006
paired_20240821,2024-08-21,2024,2,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_6day,5,0.5686451351664145,5.31656562001366
paired_20240821,2024-08-21,2024,3,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_6day,5,0.18875249210643183,7.062307449451603
paired_20240821,2024-08-21,2024,4,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_6day,5,-0.06974620837972029,7.275046056361778
paired_20240821,2024-08-21,2024,1,2024-08-22,2024-08-29,IMERG Final V07B,fuxi_exact,5,0.6436820122341096,6.1084585736335235
paired_20240821,2024-08-21,2024,2,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_exact,5,0.34080376213849045,6.566373201544349
paired_20240821,2024-08-21,2024,3,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_exact,5,0.4363647802220882,6.334656410985043
paired_20240821,2024-08-21,2024,4,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_exact,5,0.090472510993537,7.962172137131208
paired_20240828,2024-08-28,2024,1,2024-08-29,2024-09-05,IMERG Final V07B,erpas,0,0.3854194459707484,5.905096771003151
paired_20240828,2024-08-28,2024,2,2024-09-05,2024-09-12,IMERG Final V07B,erpas,0,0.3392230313000888,6.497757575444965
paired_20240828,2024-08-28,2024,3,2024-09-12,2024-09-19,IMERG Final V07B,erpas,0,0.38405611371382037,6.812573500449433
paired_20240828,2024-08-28,2024,4,2024-09-19,2024-09-26,IMERG Final V07B,erpas,0,0.3008899757598159,4.1102386945155365
paired_20240828,2024-08-28,2024,1,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_2day,5,0.07556270994211992,7.109592715472861
paired_20240828,2024-08-28,2024,2,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_2day,5,0.5096602512550565,5.858350892029814
paired_20240828,2024-08-28,2024,3,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_2day,5,0.4206722545867278,6.09164656858334
paired_20240828,2024-08-28,2024,4,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_2day,5,0.17605737437713487,4.256637984392871
paired_20240828,2024-08-28,2024,1,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_6day,5,0.3864390225715186,6.380048231882659
paired_20240828,2024-08-28,2024,2,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_6day,5,0.23283932789003198,7.00609728722114
paired_20240828,2024-08-28,2024,3,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_6day,5,0.6316790269048392,5.2638212837476726
paired_20240828,2024-08-28,2024,4,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_6day,5,0.07127695155732962,4.259251399709248
paired_20240828,2024-08-28,2024,1,2024-08-29,2024-09-05,IMERG Final V07B,fuxi_exact,5,0.2412243525623658,6.421520201856227
paired_20240828,2024-08-28,2024,2,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_exact,5,0.22844080556454546,7.230813555294708
paired_20240828,2024-08-28,2024,3,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_exact,5,0.5327538621663302,5.652907012410996
paired_20240828,2024-08-28,2024,4,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_exact,5,-0.03755988667230459,4.728263915600847
paired_20240904,2024-09-04,2024,1,2024-09-05,2024-09-12,IMERG Final V07B,erpas,0,0.5571854519977139,5.803790277914838
paired_20240904,2024-09-04,2024,2,2024-09-12,2024-09-19,IMERG Final V07B,erpas,0,0.43658638417446216,6.350469106263564
paired_20240904,2024-09-04,2024,3,2024-09-19,2024-09-26,IMERG Final V07B,erpas,0,0.01206358977546769,4.730349965073393
paired_20240904,2024-09-04,2024,4,2024-09-26,2024-10-03,IMERG Final V07B,erpas,0,0.09944322789335697,5.062166403619206
paired_20240904,2024-09-04,2024,1,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_2day,5,0.5749216761695833,5.598433320995397
paired_20240904,2024-09-04,2024,2,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_2day,5,0.6120281235208257,5.316579319788691
paired_20240904,2024-09-04,2024,3,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_2day,5,0.18790398693260907,4.650298372423826
paired_20240904,2024-09-04,2024,4,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_2day,5,0.14357457411161514,5.646054009216166
paired_20240904,2024-09-04,2024,1,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_6day,5,0.34389842315974084,6.682470293467337
paired_20240904,2024-09-04,2024,2,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_6day,5,0.2878127138851433,6.500951125527416
paired_20240904,2024-09-04,2024,3,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_6day,5,0.5228007244733586,3.569675178122233
paired_20240904,2024-09-04,2024,4,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_6day,5,0.23674682550830578,4.864314222914093
paired_20240904,2024-09-04,2024,1,2024-09-05,2024-09-12,IMERG Final V07B,fuxi_exact,5,0.39293409055107426,6.411083421637061
paired_20240904,2024-09-04,2024,2,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_exact,5,0.48742690248749276,5.916594525233842
paired_20240904,2024-09-04,2024,3,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_exact,5,0.16697216825966193,4.468459879232023
paired_20240904,2024-09-04,2024,4,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_exact,5,0.3010839399157307,4.927836341128143
paired_20240911,2024-09-11,2024,1,2024-09-12,2024-09-19,IMERG Final V07B,erpas,0,0.6585570005902663,5.248774839730594
paired_20240911,2024-09-11,2024,2,2024-09-19,2024-09-26,IMERG Final V07B,erpas,0,0.14883785098751456,4.738014729879042
paired_20240911,2024-09-11,2024,3,2024-09-26,2024-10-03,IMERG Final V07B,erpas,0,0.019076451762426793,5.594498042165228
paired_20240911,2024-09-11,2024,4,2024-10-03,2024-10-10,IMERG Final V07B,erpas,0,0.1645738566858236,4.0734618622599355
paired_20240911,2024-09-11,2024,1,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_2day,5,0.41569411629256825,7.078444807875522
paired_20240911,2024-09-11,2024,2,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_2day,5,0.41319300386378643,3.9033835614603447
paired_20240911,2024-09-11,2024,3,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_2day,5,0.5017940688881342,4.265606686959532
paired_20240911,2024-09-11,2024,4,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_2day,5,0.4867727148036074,3.5239357278772228
paired_20240911,2024-09-11,2024,1,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_6day,5,0.5614220725279495,5.584100926084477
paired_20240911,2024-09-11,2024,2,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_6day,5,0.3527467373441201,4.193386074630934
paired_20240911,2024-09-11,2024,3,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_6day,5,0.18002124840923597,5.286470278423686
paired_20240911,2024-09-11,2024,4,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_6day,5,0.35969137793040096,3.5383376493197134
paired_20240911,2024-09-11,2024,1,2024-09-12,2024-09-19,IMERG Final V07B,fuxi_exact,5,0.8518843223713125,3.5433095783575235
paired_20240911,2024-09-11,2024,2,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_exact,5,0.22230981356250476,4.162163793113522
paired_20240911,2024-09-11,2024,3,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_exact,5,0.34400972431321103,4.896095173898526
paired_20240911,2024-09-11,2024,4,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_exact,5,-0.1912498482093703,5.748452044924683
paired_20240918,2024-09-18,2024,1,2024-09-19,2024-09-26,IMERG Final V07B,erpas,0,0.2575457918649011,4.619027833955615
paired_20240918,2024-09-18,2024,2,2024-09-26,2024-10-03,IMERG Final V07B,erpas,0,0.06752323890009683,5.869612920613483
paired_20240918,2024-09-18,2024,3,2024-10-03,2024-10-10,IMERG Final V07B,erpas,0,-0.026592239682811006,5.797201199873577
paired_20240918,2024-09-18,2024,4,2024-10-10,2024-10-17,IMERG Final V07B,erpas,0,0.24732224419510254,4.332165916990652
paired_20240918,2024-09-18,2024,1,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_2day,5,0.2470497719716613,4.690492868084879
paired_20240918,2024-09-18,2024,2,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_2day,5,0.2778463706409257,5.424246780209579
paired_20240918,2024-09-18,2024,3,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_2day,5,0.11803089605366944,4.110528185051965
paired_20240918,2024-09-18,2024,4,2024-10-10,2024-10-17,IMERG Final V07B,fuxi_2day,5,0.049602827545584996,4.786896287558529
paired_20240918,2024-09-18,2024,1,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_6day,5,0.18726976369035178,4.3068544709066074
paired_20240918,2024-09-18,2024,2,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_6day,5,0.2946141848756448,5.085427872591976
paired_20240918,2024-09-18,2024,3,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_6day,5,0.34637680623163913,3.9317066729329158
paired_20240918,2024-09-18,2024,4,2024-10-10,2024-10-17,IMERG Final V07B,fuxi_6day,5,0.05852125288763774,4.8989240005387815
paired_20240918,2024-09-18,2024,1,2024-09-19,2024-09-26,IMERG Final V07B,fuxi_exact,5,0.4373415721626594,3.9220373556891355
paired_20240918,2024-09-18,2024,2,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_exact,5,0.45828174532515875,5.521917806919688
paired_20240918,2024-09-18,2024,3,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_exact,5,0.4070961745974695,3.5685423374571275
paired_20240918,2024-09-18,2024,4,2024-10-10,2024-10-17,IMERG Final V07B,fuxi_exact,5,0.10419206448902334,4.991452842048516
paired_20240925,2024-09-25,2024,1,2024-09-26,2024-10-03,IMERG Final V07B,erpas,0,0.7247085872548062,3.6499458529906152
paired_20240925,2024-09-25,2024,2,2024-10-03,2024-10-10,IMERG Final V07B,erpas,0,0.12042461524852652,5.01920331493549
paired_20240925,2024-09-25,2024,3,2024-10-10,2024-10-17,IMERG Final V07B,erpas,0,0.27126240111748834,4.368425571068298
paired_20240925,2024-09-25,2024,4,2024-10-17,2024-10-24,IMERG Final V07B,erpas,0,0.33479660997142746,2.175221772649991
paired_20240925,2024-09-25,2024,1,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_2day,5,0.5522352646100993,5.219988283107302
paired_20240925,2024-09-25,2024,2,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_2day,5,0.5755391252621637,3.5344425384830602
paired_20240925,2024-09-25,2024,3,2024-10-10,2024-10-17,IMERG Final V07B,fuxi_2day,5,0.041738019022896714,4.805564005345073
paired_20240925,2024-09-25,2024,4,2024-10-17,2024-10-24,IMERG Final V07B,fuxi_2day,5,0.35452725330002616,2.870825531651718
paired_20240925,2024-09-25,2024,1,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_6day,5,0.5426242852384362,5.226821844935402
paired_20240925,2024-09-25,2024,2,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_6day,5,0.2748426494442197,4.013949179847782
paired_20240925,2024-09-25,2024,3,2024-10-10,2024-10-17,IMERG Final V07B,fuxi_6day,5,0.1309169903919798,5.077361767959259
paired_20240925,2024-09-25,2024,4,2024-10-17,2024-10-24,IMERG Final V07B,fuxi_6day,5,0.2470480754787268,2.5524161501703135
paired_20240925,2024-09-25,2024,1,2024-09-26,2024-10-03,IMERG Final V07B,fuxi_exact,5,0.6380352652060808,4.931285166352039
paired_20240925,2024-09-25,2024,2,2024-10-03,2024-10-10,IMERG Final V07B,fuxi_exact,5,0.4958175179237798,5.514537852301318
paired_20240925,2024-09-25,2024,3,2024-10-10,2024-10-17,IMERG Final V07B,fuxi_exact,5,0.31310523517452366,4.427462352427988
paired_20240925,2024-09-25,2024,4,2024-10-17,2024-10-24,IMERG Final V07B,fuxi_exact,5,0.13179751935305437,3.9286671061872624
