variable,region,week,lead_week,model,n,pcc_mean,pcc_std,rmse_mean,rmse_std,bias_mean,bias_std,obs_mean,fcst_mean
TP,south_peninsula,Week 5,5,ECMWF,12,0.7200202531869895,0.15489031576034812,5.5303815690510865,2.6986056065337483,-2.5899645329571768,2.4984955320031483,8.365366610769383,5.775402077812206
TP,south_peninsula,Week 5,5,FuXi,12,0.7293244044649575,0.21256746233628596,5.393654872741563,2.957777305843115,-3.014736066129636,2.150216353852038,8.365366610769383,5.350630544639748
TP,south_peninsula,Week 6,6,ECMWF,12,0.7028485061180767,0.22891624941227268,5.613843450387215,2.6759998483376446,-2.7035522814216866,2.42051002300923,8.145001376862863,5.441449095441175
TP,south_peninsula,Week 6,6,FuXi,12,0.7032464325571398,0.21200466996495423,5.6267822907711365,3.1635341647581257,-2.7921093776198993,2.8764193026620504,8.145001376862863,5.352891999242963
Z500,All India,Week 1,1,ECMWF,12,0.9121561618865773,0.06701616332883084,6.494919212400812,1.9729192814865484,-3.4598818941078946,3.6176795065995155,5848.003136003802,5844.543254109693
Z500,All India,Week 1,1,FuXi,12,0.9620235220095791,0.02760790981740098,4.046720763917482,1.595785636054304,-1.55117351142905,3.040376187640579,5848.003136003802,5846.451962492373
Z500,All India,Week 2,2,ECMWF,12,0.7959083552765973,0.13962611368233943,8.634097337013248,4.036173724897723,-0.2302863977431944,6.401714887022496,5844.40012995714,5844.169843559397
Z500,All India,Week 2,2,FuXi,12,0.8376833178796006,0.12015681863312762,7.752551977697126,2.7870432614390825,0.5457186970986945,5.731686004743264,5844.40012995714,5844.945848654239
Z500,All India,Week 3,3,ECMWF,12,0.6712538792336235,0.3011843252259777,9.605643995135228,4.235713575942389,-1.599471051513473,6.383773528119247,5847.331270309706,5845.731799258193
Z500,All India,Week 3,3,FuXi,12,0.6478431793046344,0.31966230479379515,10.202140039276276,4.416684397753645,-3.234127604598292,7.434661900939457,5847.331270309706,5844.097142705108
