season,variable,model,region,init_date,scale,lead,week,crps,crps_clim,crps_pers,crpss_clim,crpss_pers,spread,rmse,ssr
JJAS2019,TP,FuXi,central_india,2019-07-21,weekly,2,Week 2,10.241707823505605,7.905722563569965,14.090179028150983,-0.29548029811974397,0.27313146248578235,2.465957921071306,15.151261319624275,0.1627559494256322
JJAS2019,TP,FuXi,central_india,2019-07-25,weekly,2,Week 2,7.898538823098194,8.591078801320815,14.79281976542756,0.08061152670560401,0.4660559008798346,3.059087189411398,14.226135077970197,0.21503290757786567
JJAS2019,TP,FuXi,central_india,2019-07-28,weekly,2,Week 2,10.892006812169779,7.883475185805,10.718470646776886,-0.38162505182764406,-0.016190384907671218,2.004414430872465,17.716858527448345,0.11313599573914693
JJAS2019,TP,FuXi,central_india,2019-08-01,weekly,2,Week 2,8.111864452954157,5.488565811171044,12.341682000222173,-0.47795703504981835,0.3427261816656654,1.590324403408301,13.220822851073244,0.1202893663520498
JJAS2019,TP,FuXi,central_india,2019-08-04,weekly,2,Week 2,6.607026782426758,4.419881413301702,13.505566010288916,-0.4948425454454066,0.5107923076016703,1.2691955378528859,10.273260135574994,0.1235435997048126
JJAS2019,TP,FuXi,central_india,2019-08-08,weekly,2,Week 2,3.11333667767399,3.6639973610761842,13.506751348712386,0.1502895960712305,0.7694977424774472,0.8256744404148778,4.370230806241308,0.18893154092358186
JJAS2019,TP,FuXi,central_india,2019-08-11,weekly,2,Week 2,2.3288282636217206,3.7735628922059634,15.21263106445937,0.38285690999565525,0.8469148266493846,1.790661082486754,4.066392166990346,0.4403562197032447
JJAS2019,TP,FuXi,central_india,2019-08-15,weekly,2,Week 2,3.7059936733622036,4.018262712045914,9.09513559388299,0.07771244964834989,0.5925301349157783,2.429861902869871,5.893133772654327,0.4123208460233946
JJAS2019,TP,FuXi,central_india,2019-08-18,weekly,2,Week 2,3.1436344529893208,3.634223482137794,5.91852266020193,0.13499143119836143,0.46884811743171306,1.4781811890165588,5.188101007279686,0.28491758100747233
JJAS2019,TP,FuXi,central_india,2019-08-22,weekly,2,Week 2,4.321143377806723,4.94801062460402,8.942980131935428,0.12669076409824087,0.5168116987785876,2.449292997424273,7.96224727616244,0.30761327957711426
JJAS2019,TP,FuXi,central_india,2019-08-25,weekly,2,Week 2,7.714044297823918,8.15547621803195,12.002253056179722,0.05412705627563674,0.3572836481853622,2.817768999042395,13.413245638280582,0.2100736149199158
JJAS2019,TP,FuXi,central_india,2019-08-29,weekly,2,Week 2,7.515230120129681,7.671281217054806,9.60333920474762,0.02034224694803155,0.21743573147823791,3.3217459893694192,11.480117362210493,0.28934773788147217
