issue_date,model,member,event_start,event_end,event_total_mm,imd_climatology_mm,imd_observed_mm
2026-06-23,FuXi-S2S,50,2026-07-01,2026-07-07,56.46384048461914,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,1,2026-07-01,2026-07-07,70.75384932992554,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,2,2026-07-01,2026-07-07,91.85757189545984,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,3,2026-07-01,2026-07-07,82.3899723042875,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,4,2026-07-01,2026-07-07,79.7318213057588,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,5,2026-07-01,2026-07-07,91.11713423172978,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,6,2026-07-01,2026-07-07,75.85775553432839,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,7,2026-07-01,2026-07-07,86.24644159048631,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,8,2026-07-01,2026-07-07,89.82238428111594,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,9,2026-07-01,2026-07-07,86.37150302174663,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,10,2026-07-01,2026-07-07,64.06587536218167,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,11,2026-07-01,2026-07-07,66.89402451108643,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,12,2026-07-01,2026-07-07,98.4770137668682,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,13,2026-07-01,2026-07-07,96.85722627406196,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,14,2026-07-01,2026-07-07,88.84407709104275,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,15,2026-07-01,2026-07-07,87.30905827135967,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,16,2026-07-01,2026-07-07,80.31838137766181,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,17,2026-07-01,2026-07-07,60.400271651301146,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,18,2026-07-01,2026-07-07,63.68961004024135,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,19,2026-07-01,2026-07-07,69.96394104414686,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,20,2026-07-01,2026-07-07,73.74239907908287,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,21,2026-07-01,2026-07-07,75.14535674123726,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,22,2026-07-01,2026-07-07,92.31561211234992,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,23,2026-07-01,2026-07-07,89.4794170373686,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,24,2026-07-01,2026-07-07,54.39849075172398,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,25,2026-07-01,2026-07-07,87.12242051417019,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,26,2026-07-01,2026-07-07,99.52282444566208,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,27,2026-07-01,2026-07-07,48.81254748196253,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,28,2026-07-01,2026-07-07,86.99273302057256,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,29,2026-07-01,2026-07-07,90.75389145641682,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,30,2026-07-01,2026-07-07,86.92227756281511,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,31,2026-07-01,2026-07-07,89.87276645339819,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,32,2026-07-01,2026-07-07,88.25602115056536,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,33,2026-07-01,2026-07-07,96.54504959099864,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,34,2026-07-01,2026-07-07,68.95118330434136,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,35,2026-07-01,2026-07-07,49.733820898637404,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,36,2026-07-01,2026-07-07,97.33287747763104,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,37,2026-07-01,2026-07-07,78.56798940231354,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,38,2026-07-01,2026-07-07,73.33518615488148,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,39,2026-07-01,2026-07-07,64.52645291672926,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,40,2026-07-01,2026-07-07,79.64382814450087,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,41,2026-07-01,2026-07-07,91.1082751616756,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,42,2026-07-01,2026-07-07,79.50993604649597,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,43,2026-07-01,2026-07-07,74.96283823089112,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,44,2026-07-01,2026-07-07,93.35881362247254,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,45,2026-07-01,2026-07-07,84.1837592042252,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,46,2026-07-01,2026-07-07,76.15256780122353,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,47,2026-07-01,2026-07-07,74.78786767061872,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,48,2026-07-01,2026-07-07,62.42752192905253,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,49,2026-07-01,2026-07-07,59.774236430726546,50.88131332397461,71.09912836317147
2026-06-23,ECMWF S2S,50,2026-07-01,2026-07-07,73.56170795766755,50.88131332397461,71.09912836317147
