season,variable,model,region,init_date,scale,lead,week,event,brier,brier_clim,briss_clim,base_rate
JFM2026,Z500,SPIRE,northwest_india,2026-03-26,weekly,2,Week 2,z500_above_normal,0.02148869503071736,0.11111111111111113,0.8066017447235438,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-01,weekly,3,Week 3,z500_above_normal,0.1470321405048323,0.11111111111111113,-0.3232892645434904,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-08,weekly,3,Week 3,z500_above_normal,0.10310817736857643,0.11234617806957417,0.0822279926182874,0.003705200875389135
JFM2026,Z500,SPIRE,northwest_india,2026-01-15,weekly,3,Week 3,z500_above_normal,0.19281114609577804,0.11541137033720042,-0.6706425504907938,0.012900777678267916
JFM2026,Z500,SPIRE,northwest_india,2026-01-22,weekly,3,Week 3,z500_above_normal,0.24632136022028076,0.1294671661510409,-0.902577831455071,0.055068165119789354
JFM2026,Z500,SPIRE,northwest_india,2026-01-29,weekly,3,Week 3,z500_above_normal,0.12729533245458008,0.1344632010175544,0.05330728785817429,0.07005626971932992
JFM2026,Z500,SPIRE,northwest_india,2026-02-05,weekly,3,Week 3,z500_above_normal,0.29299985829309977,0.11974733561333488,-1.446817349149201,0.025908673506671216
JFM2026,Z500,SPIRE,northwest_india,2026-02-12,weekly,3,Week 3,z500_above_normal,0.24158988710536405,0.13450477692020454,-0.7961435469960159,0.0701809974272803
JFM2026,Z500,SPIRE,northwest_india,2026-02-19,weekly,3,Week 3,z500_above_normal,0.12760661185444397,0.13696508009052663,0.0683274030862262,0.07756190693824652
JFM2026,Z500,SPIRE,northwest_india,2026-02-26,weekly,3,Week 3,z500_above_normal,0.2537537042833665,0.11111111111111113,-1.2837833385502981,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-05,weekly,3,Week 3,z500_above_normal,0.10803335832301325,0.11111111111111113,0.027699775092880907,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-12,weekly,3,Week 3,z500_above_normal,0.20552273070864255,0.11111111111111113,-0.8497045763777826,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-19,weekly,3,Week 3,z500_above_normal,0.03824092315048616,0.11111111111111113,0.6558316916456246,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-03-26,weekly,3,Week 3,z500_above_normal,0.05657593908459343,0.11111111111111113,0.4908165482386593,0.0
JFM2026,Z500,SPIRE,northwest_india,2026-01-01,weekly,4,Week 4,z500_above_normal,0.17422980044076208,0.11234617806957417,-0.5508297962113529,0.003705200875389135
JFM2026,Z500,SPIRE,northwest_india,2026-01-08,weekly,4,Week 4,z500_above_normal,0.17986656364231626,0.11541137033720042,-0.5584821765550085,0.012900777678267916
JFM2026,Z500,SPIRE,northwest_india,2026-01-15,weekly,4,Week 4,z500_above_normal,0.2489241240833524,0.1294671661510409,-0.9226814912512171,0.055068165119789354
JFM2026,Z500,SPIRE,northwest_india,2026-01-22,weekly,4,Week 4,z500_above_normal,0.1814049507030242,0.1344632010175544,-0.3491048058519852,0.07005626971932992
JFM2026,Z500,SPIRE,northwest_india,2026-01-29,weekly,4,Week 4,z500_above_normal,0.18929569130904342,0.11974733561333488,-0.5807925106599512,0.025908673506671216
JFM2026,Z500,SPIRE,northwest_india,2026-02-05,weekly,4,Week 4,z500_above_normal,0.1945633599973103,0.13450477692020454,-0.4465163576512656,0.0701809974272803
JFM2026,Z500,SPIRE,northwest_india,2026-02-12,weekly,4,Week 4,z500_above_normal,0.23200304316048914,0.13696508009052663,-0.6938846237825544,0.07756190693824652
